ER: (-1, 1443664801]
gap|227148000|nearPort|1443652414|1443664801
gap|227276230|nearPort|1443656893|1443664801
gap|227306100|nearPort|1443653641|1443664801
gap|227362110|nearPort|1443650442|1443664801
gap|227592820|nearPort|1443652725|1443664801
gap|227857000|nearPort|1443661129|1443664729
gap|228037600|nearPort|1443663360|1443664801
gap|228037900|nearPort|1443656604|1443664801
gap|228155700|nearPort|1443653301|1443664801
gap|228157000|nearPort|1443657161|1443664801
gap|228186700|nearPort|1443650864|1443664801
gap|228843000|nearPort|1443664087|1443664801
gap|228931000|nearPort|1443653614|1443664708
gap|209723000|farFromPorts|1443663238|1443664801
gap|211366340|farFromPorts|1443663822|1443664801
gap|211651000|farFromPorts|1443652398|1443664801
gap|220625000|farFromPorts|1443654563|1443664801
gap|225328000|farFromPorts|1443653936|1443664801
gap|226178000|farFromPorts|1443653940|1443664801
gap|226216000|farFromPorts|1443663792|1443664801
gap|227088590|farFromPorts|1443651182|1443664801
gap|227123700|farFromPorts|1443652859|1443664801
gap|227142200|farFromPorts|1443653915|1443657505
gap|227142200|farFromPorts|1443657533|1443659604
gap|227142200|farFromPorts|1443660838|1443664801
gap|227307000|farFromPorts|1443657232|1443664801
gap|227318010|farFromPorts|1443653639|1443664801
gap|227318020|farFromPorts|1443650784|1443664801
gap|227319570|farFromPorts|1443659917|1443664801
gap|227411000|farFromPorts|1443663523|1443664801
gap|227415000|farFromPorts|1443652580|1443664801
gap|227443000|farFromPorts|1443652691|1443664801
gap|227474000|farFromPorts|1443653915|1443664801
gap|227481000|farFromPorts|1443652440|1443664801
gap|227573440|farFromPorts|1443664711|1443664801
gap|227592000|farFromPorts|1443656335|1443664801
gap|227635680|farFromPorts|1443654427|1443664801
gap|227857000|farFromPorts|1443664729|1443664801
gap|228070700|farFromPorts|1443656025|1443664801
gap|228131600|farFromPorts|1443658206|1443664801
gap|228133000|farFromPorts|1443661119|1443664801
gap|228138000|farFromPorts|1443653895|1443664801
gap|228160000|farFromPorts|1443657537|1443659924
gap|228160000|farFromPorts|1443660838|1443664801
gap|228167900|farFromPorts|1443652418|1443656001
gap|228167900|farFromPorts|1443657501|1443659628
gap|228167900|farFromPorts|1443659899|1443664801
gap|228195000|farFromPorts|1443654279|1443664801
gap|228208700|farFromPorts|1443653292|1443664801
gap|228213700|farFromPorts|1443653918|1443664801
gap|228218700|farFromPorts|1443653340|1443664801
gap|228236600|farFromPorts|1443653916|1443664801
gap|228275600|farFromPorts|1443657541|1443664801
gap|228302900|farFromPorts|1443656606|1443664801
gap|228370000|farFromPorts|1443656016|1443664801
gap|228376000|farFromPorts|1443657532|1443664801
gap|228380000|farFromPorts|1443653339|1443664801
gap|228854000|farFromPorts|1443661125|1443664422
gap|228854000|farFromPorts|1443664436|1443664801
gap|228929000|farFromPorts|1443653338|1443664801
gap|228946000|farFromPorts|1443664710|1443664801
gap|228947000|farFromPorts|1443653006|1443664801
gap|235054581|farFromPorts|1443664436|1443664801
gap|235089914|farFromPorts|1443664706|1443664801
gap|240266000|farFromPorts|1443663492|1443664801
gap|245529000|farFromPorts|1443663234|1443664801
gap|249647000|farFromPorts|1443653598|1443664801
gap|261283000|farFromPorts|1443653939|1443664801
gap|273350190|farFromPorts|1443664423|1443664801
gap|305994000|farFromPorts|1443664411|1443664801
gap|355146000|farFromPorts|1443664116|1443664801
gap|533913000|farFromPorts|1443663508|1443664801
gap|566838000|farFromPorts|1443656898|1443664801
gap|567468000|farFromPorts|1443663219|1443664801
gap|636016279|farFromPorts|1443660534|1443664801
stopped|227574020|nearPort|1443652437|1443657787
stopped|227574020|nearPort|1443657798|1443663996
stopped|227574020|nearPort|1443664007|1443664296
stopped|227574020|nearPort|1443664306|1443664607
stopped|227574020|nearPort|1443664618|1443664801
stopped|227705102|nearPort|1443650984|1443652003
stopped|227705102|nearPort|1443652033|1443652435
stopped|227705102|nearPort|1443652455|1443655993
stopped|227705102|nearPort|1443656173|1443658683
stopped|227705102|nearPort|1443658714|1443658743
stopped|227705102|nearPort|1443658765|1443659833
stopped|227705102|nearPort|1443659854|1443659893
stopped|227705102|nearPort|1443659905|1443660465
stopped|227705102|nearPort|1443660505|1443660984
stopped|227705102|nearPort|1443661005|1443661594
stopped|227705102|nearPort|1443661684|1443662104
stopped|227705102|nearPort|1443662115|1443662124
stopped|227705102|nearPort|1443662134|1443662224
stopped|227705102|nearPort|1443662245|1443662264
stopped|227705102|nearPort|1443662274|1443662294
stopped|227705102|nearPort|1443662313|1443662334
stopped|227705102|nearPort|1443662344|1443662354
stopped|227705102|nearPort|1443662373|1443662503
stopped|227705102|nearPort|1443662533|1443662544
